635,635,0
636,636,3
637,637,0
638,638,2
639,639,0
640,640,1
641,641,0
642,642,2
643,643,2
644,644,0
645,645,1
646,646,2
647,647,0
648,648,0
649,649,0
650,650,0
651,651,1
652,652,0
653,653,0
654,654,2
655,655,2
656,656,0
657,657,1
658,658,0
659,659,0
660,660,0
661,661,2
662,662,2
663,663,0
664,664,0
665,665,2
666,666,1
667,667,1
668,668,0
669,669,2
670,670,0
671,671,1
672,672,1
673,673,0
674,674,3
675,675,0
676,676,2
677,677,0
678,678,1
679,679,2
680,680,1
681,681,3
682,682,2
683,683,0
684,684,2
685,685,0
686,686,2
687,687,2
688,688,1
689,689,1
690,690,0
691,691,2
692,692,1
693,693,0
694,694,0
695,695,1
696,696,0
697,697,0
698,698,0
699,699,0
700,700,0
701,701,1
702,702,1
703,703,1
704,704,2
705,705,0
706,706,2
707,707,2
708,708,1
709,709,2
710,710,0
711,711,0
712,712,2
713,713,1
714,714,0
715,715,2
716,716,1
717,717,1
718,718,1
719,719,0
720,720,0
721,721,0
722,722,2
723,723,0
724,724,2
725,725,0
726,726,0
727,727,0
728,728,0
729,729,2
730,730,0
731,731,1
732,732,0
733,733,0
734,734,2
735,735,0
