0,0,0
1,1,1
2,2,3
3,3,2
4,4,3
5,5,2
6,6,2
7,7,2
8,8,3
9,9,3
10,10,1
11,11,2
12,12,1
13,13,2
14,14,2
15,15,2
16,16,1
17,17,1
18,18,0
19,19,0
20,20,2
21,21,3
22,22,2
23,23,3
24,24,1
25,25,0
26,26,3
27,27,2
28,28,0
29,29,2
30,30,1
31,31,3
32,32,0
33,33,1
34,34,1
35,35,1
36,36,1
37,37,2
38,38,0
39,39,2
40,40,0
41,41,2
42,42,2
43,43,2
44,44,1
45,45,0
46,46,2
47,47,3
48,48,0
49,49,0
50,50,1
51,51,1
52,52,2
53,53,2
54,54,1
55,55,2
56,56,1
57,57,3
58,58,0
59,59,0
60,60,0
61,61,1
62,62,2
63,63,2
64,64,1
65,65,1
66,66,3
67,67,1
68,68,2
69,69,1
70,70,2
71,71,0
72,72,3
73,73,0
74,74,1
75,75,2
76,76,2
77,77,1
78,78,1
79,79,1
80,80,2
81,81,2
82,82,1
83,83,2
84,84,1
85,85,3
86,86,1
87,87,1
88,88,2
89,89,0
90,90,0
91,91,1
92,92,2
93,93,1
94,94,0
95,95,1
96,96,1
97,97,1
98,98,2
99,99,0
100,100,2
101,101,0
102,102,2
103,103,2
104,104,2
105,105,1
106,106,2
107,107,2
108,108,2
109,109,1
110,110,2
111,111,1
112,112,2
113,113,1
114,114,0
115,115,1
116,116,0
117,117,1
118,118,3
119,119,3
120,120,2
121,121,2
122,122,2
123,123,2
124,124,1
125,125,3
126,126,2
127,127,1
128,128,2
129,129,1
130,130,2
131,131,2
132,132,2
133,133,1
134,134,1
135,135,1
136,136,2
137,137,1
138,138,1
139,139,1
140,140,0
141,141,3
142,142,2
143,143,2
144,144,2
145,145,0
146,146,1
147,147,2
148,148,3
149,149,2
150,150,2
151,151,1
152,152,2
153,153,1
154,154,2
155,155,3
156,156,2
157,157,3
158,158,2
159,159,2
160,160,2
161,161,1
162,162,2
163,163,0
164,164,1
165,165,2
166,166,1
167,167,2
168,168,1
169,169,0
170,170,1
171,171,0
172,172,2
173,173,1
174,174,0
175,175,2
176,176,1
177,177,2
178,178,1
179,179,2
180,180,2
181,181,1
182,182,3
183,183,2
184,184,0
185,185,1
186,186,0
187,187,1
188,188,0
189,189,1
190,190,0
191,191,2
192,192,2
193,193,0
194,194,2
195,195,0
196,196,2
197,197,0
198,198,2
199,199,1
200,200,3
201,201,2
202,202,3
203,203,0
204,204,3
205,205,1
206,206,2
207,207,1
208,208,1
209,209,1
210,210,0
211,211,1
212,212,1
213,213,1
214,214,2
215,215,0
216,216,0
217,217,1
218,218,1
219,219,1
220,220,2
221,221,1
222,222,2
223,223,3
224,224,1
225,225,1
226,226,0
227,227,1
228,228,2
229,229,1
230,230,2
231,231,2
232,232,3
233,233,3
234,234,2
235,235,2
236,236,0
237,237,0
238,238,1
239,239,2
240,240,2
241,241,1
242,242,2
243,243,2
244,244,0
245,245,2
246,246,0
247,247,0
248,248,2
249,249,1
250,250,1
251,251,1
252,252,1
253,253,2
254,254,2
255,255,0
256,256,1
257,257,2
258,258,0
259,259,1
260,260,2
261,261,1
262,262,2
263,263,1
264,264,0
265,265,0
266,266,2
267,267,1
268,268,3
269,269,2
270,270,1
271,271,0
272,272,2
273,273,1
274,274,2
275,275,2
276,276,2
277,277,2
278,278,1
279,279,2
280,280,1
281,281,3
282,282,1
283,283,0
284,284,2
285,285,0
286,286,2
287,287,1
288,288,2
289,289,0
290,290,1
291,291,1
292,292,2
293,293,0
294,294,0
295,295,2
296,296,2
297,297,1
298,298,3
299,299,2
300,300,1
301,301,0
302,302,2
303,303,1
304,304,2
305,305,3
306,306,1
307,307,3
308,308,2
309,309,1
310,310,2
311,311,2
312,312,2
313,313,2
314,314,0
315,315,0
316,316,0
317,317,2
318,318,3
319,319,1
320,320,3
321,321,2
322,322,3
323,323,1
324,324,1
325,325,0
326,326,3
327,327,1
328,328,0
329,329,2
330,330,2
331,331,1
332,332,1
333,333,0
334,334,1
335,335,3
336,336,2
337,337,3
338,338,2
339,339,0
340,340,0
341,341,2
342,342,1
343,343,2
344,344,3
345,345,3
346,346,3
347,347,2
348,348,2
349,349,2
350,350,1
351,351,0
352,352,2
353,353,0
354,354,1
355,355,0
356,356,3
357,357,2
358,358,2
359,359,1
360,360,1
361,361,0
362,362,0
363,363,3
364,364,2
365,365,2
366,366,1
367,367,2
368,368,2
369,369,1
370,370,1
371,371,2
372,372,1
373,373,2
374,374,2
375,375,2
376,376,2
377,377,1
378,378,2
379,379,2
380,380,0
381,381,1
382,382,1
383,383,2
384,384,0
385,385,2
386,386,0
387,387,2
388,388,3
389,389,0
390,390,0
391,391,0
392,392,1
393,393,0
394,394,0
395,395,1
396,396,1
397,397,2
398,398,0
399,399,1
400,400,1
401,401,0
402,402,2
403,403,1
404,404,0
405,405,3
406,406,2
407,407,1
408,408,1
409,409,2
410,410,1
411,411,2
412,412,0
413,413,1
414,414,2
415,415,2
416,416,2
417,417,1
418,418,2
419,419,0
420,420,1
421,421,2
422,422,1
423,423,2
424,424,1
425,425,0
426,426,0
427,427,2
428,428,0
429,429,0
430,430,1
431,431,2
432,432,2
433,433,2
434,434,0
435,435,2
436,436,0
437,437,2
438,438,2
439,439,0
440,440,0
441,441,1
442,442,1
443,443,0
444,444,2
445,445,2
446,446,2
447,447,1
448,448,0
449,449,2
450,450,2
451,451,2
452,452,2
453,453,2
454,454,2
455,455,3
456,456,1
457,457,3
458,458,1
459,459,2
460,460,2
461,461,2
462,462,2
463,463,1
464,464,1
465,465,3
466,466,2
467,467,2
468,468,1
469,469,2
470,470,1
471,471,2
472,472,1
473,473,1
474,474,2
475,475,1
476,476,2
477,477,2
478,478,3
479,479,0
480,480,1
481,481,1
482,482,3
483,483,0
484,484,3
485,485,2
486,486,0
487,487,1
488,488,0
489,489,2
490,490,0
491,491,2
492,492,1
493,493,2
494,494,0
495,495,0
496,496,2
497,497,2
498,498,2
499,499,0
500,500,3
501,501,2
502,502,1
503,503,2
504,504,1
505,505,2
506,506,2
507,507,1
508,508,3
509,509,2
510,510,1
511,511,2
512,512,1
513,513,0
514,514,1
515,515,3
516,516,0
517,517,0
518,518,1
519,519,3
520,520,1
521,521,2
522,522,3
523,523,3
524,524,3
525,525,0
526,526,2
527,527,2
528,528,2
529,529,0
530,530,1
531,531,1
532,532,1
533,533,1
534,534,1
535,535,2
536,536,1
537,537,2
538,538,1
539,539,1
540,540,2
541,541,2
542,542,1
543,543,1
544,544,0
545,545,2
546,546,3
547,547,2
548,548,0
549,549,2
550,550,2
551,551,2
552,552,0
553,553,1
554,554,0
555,555,0
556,556,2
557,557,2
558,558,1
559,559,3
560,560,2
561,561,0
562,562,2
563,563,1
564,564,0
565,565,2
566,566,1
567,567,2
568,568,2
569,569,2
570,570,0
571,571,1
572,572,2
573,573,0
574,574,0
575,575,3
576,576,1
577,577,2
578,578,0
579,579,1
580,580,0
581,581,0
582,582,1
583,583,3
584,584,1
585,585,2
586,586,0
587,587,1
588,588,1
589,589,0
590,590,1
591,591,1
592,592,1
593,593,2
594,594,1
595,595,0
596,596,1
597,597,2
598,598,3
599,599,1
600,600,1
601,601,1
602,602,1
603,603,1
604,604,1
605,605,3
606,606,2
607,607,2
608,608,0
609,609,3
610,610,2
611,611,1
612,612,1
613,613,2
614,614,1
615,615,2
616,616,2
617,617,0
618,618,1
619,619,3
620,620,0
621,621,1
622,622,3
623,623,0
624,624,3
625,625,0
626,626,1
627,627,0
628,628,2
629,629,1
630,630,2
631,631,1
632,632,0
633,633,1
634,634,0
