0,공포
1,SF
2,범죄
3,미스터리
4,스릴러
5,멜로/로맨스
6,판타지
7,전쟁
8,애니메이션
9,모험
10,다큐멘터리
11,액션
12,드라마
13,서스펜스
14,코미디
15,가족
16,공연실황
17,뮤지컬
