,title,vote,country,time,open_date,grade,poster_path,genre_1,genre_2,genre_3,genre_4,actor_1,actor_2,actor_3,content
443,체이싱,관람객 평점 없음,러시아 연방,81분,2020.04.23,15세 관람가,https://movie-phinf.pstatic.net/20200407_48/1586220715577Srznr_JPEG/movie_image.jpg?type=m203_290_2,액션, 스릴러,,,로만 쿠르친, 나탈리아 스코모로코바, 키릴 코마르로프,"큰 사고를 친 ‘세르게이’, ‘티나’, ‘레나’, 그리고 ‘키릴’은<br/>사건이 잠잠해질 때까지 한적한 시골로 떠나 있기로 한다.<br/>래프팅을 즐기던 친구들은 급류에 떠내려가 의문의 낯선 이들을 만나게 되는데,<br/>친절하지만 자신들을 감시하는 듯한 그들의 행동에 불안을 느낀다.<br/>한편 조금씩 달라지는 태도를 보이던 낯선 이들은 <br/>급기야 ‘키릴’ 일행을 위협하기 시작하고, <br/>4명의 친구들은 그들로부터 목숨을 건 탈출을 시도하는데…"
444,스크림: 더 파이널,관람객 평점 없음,영국,91분,2020.04.07,전체 관람가,https://movie-phinf.pstatic.net/20200327_11/1585298651990ALU7z_JPEG/movie_image.jpg?type=m203_290_2,공포, 스릴러,,,케이트 리스터,,,"번번이 오디션에 떨어지고 소속사로부터 계약 해지 통보까지 받은 키아는 영화배우 지망생이다.<br/>어느 날, 최종 캐스팅 오디션 연락을 받은 키아는 기쁜 마음을 안고 촬영 장소로 향하고,<br/>그곳에서 혼신의 연기를 펼쳐 결국 주인공으로 캐스팅된다. <br/>하지만, 처음에 자신을 믿어주던 감독은 점점 이상한 연기 방식을 요구하며 키아의 목숨까지 위협하는데..."
447,싸움의 기술 2,관람객 평점 없음,한국,74분,2020.05.22,청소년 관람불가,https://movie-phinf.pstatic.net/20200421_201/1587458763176JBDVX_JPEG/movie_image.jpg?type=m203_290_2,액션,,,,윤경호, 사우, 오우진,"대진북고 짱 ‘상구’에게 무참히 밟힌 ‘건우’는', <br/>복수를 다짐하며 특공 무술을 연마한다.', <br/>', <br/>'건우'의 컴백 소식과 함께 '상구'는 곧바로"", <br/>상납을 요구하며 협박하기 시작한다.', <br/>‘건우'는 ‘상구’의 폭주를 막기 위해"", <br/>정면 승부를 벌이게 되는데…', <br/>', <br/>진짜 짱을 가리기 위한 혈투가 시작된다!"
457,인헤리턴스,관람객 평점 없음,미국,111분,2020.06.25,15세 관람가,https://movie-phinf.pstatic.net/20200603_250/1591147311368wnW5B_JPEG/movie_image.jpg?type=m203_290_2,드라마, 스릴러, 미스터리,,릴리 콜린스, 사이먼 페그, 코니 닐슨,"갑작스런 아버지의 죽음 뒤, ‘로렌’(릴리 콜린스)은 자신에게만 남긴 유산이 있음을 알게 된다. 아버지의 유언대로 찾아간 지하벙커, 그 안에서 ‘로렌’은 쇠사슬에 묶여있는 한 남자를 발견하고, 충격에 휩싸인다. 하지만 그를 통해 듣게 된 진실은 자신뿐 아니라 가족을 위험에 빠트리기에 충분하다."
464,싸커 퀸즈,관람객 평점 없음,프랑스,95분,2020.05.27,12세 관람가,https://movie-phinf.pstatic.net/20200511_107/15891731183916iCmB_JPEG/movie_image.jpg?type=m203_290_2,코미디, 드라마,,,카드 므라드, 알반 이바노프, 셀린느 살레테,"축구의 도시 클루리에,<br/>오래된 전통을 가진 챔피언 축구 클럽 SPAC은<br/>결승전을 앞두고 해체 위기에 놓이게 된다.<br/><br/>코치 ‘마르코’는 클럽을 살리기 위해<br/>정예 여자 선수단을 모집하고,<br/>필드 근처에도 가보지 못한 초보 선수들과<br/>웃픈 상황 속 특급 훈련을 시작하는데…<br/><br/>과연, 그들은 마지막 경기에서 우승할 수 있을까?"
465,악마의 오후,관람객 평점 없음,이탈리아,84분,2020.03.05,15세 관람가,https://movie-phinf.pstatic.net/20200228_298/1582880523467tx83S_JPEG/movie_image.jpg?type=m203_290_2,공포,,,,피오나 글라스콧, 피에트로 라구사,,"예술가 메건은 이탈리아인 남편 레오와 함께 아일랜드에 산다. 리오의 삼촌 도메니코가 사망하면서 집을 리오에게 유산으로 남기고, <br/>부부는 집을 처분하려고 이탈리아 남부로 여행을 떠난다.  리오는 사제인 형 니콜라에게 집을 팔고 돌아갈 생각이지만, <br/>메건은 지역의 아름다움과 오래된 건물에 푹 빠진다.  리오가 옛 친구들과 다시 만나며 잊고 지내던 과거를 떠올리는 동안 메건은 <br/>집에서 계속 불가사의한 환각과 환청에 시달린다.  메건은 환각이 이끄는 대로 리오 가족을 둘러싼 수수께끼를 조사하기 시작한다. <br/>메건이 오랜 시간 묻혀 있던 정답에 다가갈수록 현실에서의 위협도 점점 강해지기 시작하는데..."
466,과장에게 순종하는 육덕 신입사원,관람객 평점 없음,일본,60분,2020.02.27,청소년 관람불가,https://movie-phinf.pstatic.net/20200302_68/1583137176582oVE2t_JPEG/movie_image.jpg?type=m203_290_2,드라마, 에로,,,미후네 카렌, 시모키타 타쿠안, 야부카와 히토시,"결혼 후 신입사원으로 일하고 있는 미후네 카렌은 과장인 아베와 같은 부서에서 일한다. 거래처와의 계약을 위해 아베와 단둘이 1박 2일 일정으로 출장을 떠나지만, 이것이 아베가 놓은 덫이라는 것을 미후네는 꿈에도 상상하지 못했다."
467,그녀의 비밀정원,관람객 평점 없음,한국,87분,2020.04.22,15세 관람가,https://movie-phinf.pstatic.net/20200410_296/1586503914929qemDQ_JPEG/movie_image.jpg?type=m203_290_2,드라마, 멜로/로맨스,,,예지원, 최우제, 강은우,"형 ‘한장서’와 동생 ‘한충서’.', <br/>형제는 매력적인 여인 ‘장현재’를 동시에 사랑했지만,', <br/>정작 그녀는 두 형제를 버리고 차갑게 떠나버린다.', <br/>', <br/>홀로 남아 배신의 고통을 겨우 버티며 살아온 형 한장서.', <br/>어느 날, 수화기 너머 들리는 ‘장현재’의 목소리에', <br/>다시 흔들리기 시작 하는데…', <br/>', <br/>위태로운 그들의 사랑,', <br/>금기된 사랑이 가져온 상처.', <br/>기억 속 파묻힌 그날의 진실.', <br/>', <br/>‘한장서’, ‘한충서’, ‘장현재’', <br/>세 사람의 아슬아슬한 사랑이야기가 시작된다."
470,얼티밋 배틀,관람객 평점 없음,캐나다,98분,2020.03.17,청소년 관람불가,https://movie-phinf.pstatic.net/20200309_17/15837356825947BABN_JPEG/movie_image.jpg?type=m203_290_2,액션, 스릴러, 공포,,데이빗 레이치, 워렌 브라운, 보 파울러,"다양한 이야기를 바탕으로 극한의 액션을 보여주는 9개의 에피소드로 이뤄진 옴니버스 영화. 악마와 계약한 남자, 약에 취한 인질, 복수에 사로잡힌 노인, 강도와 인질의 대립, 두 여자 군인의 다툼, 좀비와 맞서는 방송인의 모습 등 다양한 상황에서 화려한 액션을 선보인다."
471,동네오빠들,관람객 평점 없음,한국,72분,2020.03.11,청소년 관람불가,https://movie-phinf.pstatic.net/20200310_224/15838234342067woSx_JPEG/movie_image.jpg?type=m203_290_2,드라마,,,,한가인, 안소희, 민도윤,"나름 쫌 노는 고딩 희주가 마음에 드는 과외 선생을 만나 공부에 욕심이 생겼다.', <br/>단짝 친구 희주가 변하자 마음이 상한 연수는 동네 오빠들을 이용해 희주에게 못된 짓을 하고, 다른 친구들에게 소문을 내서 희주가 자퇴까지 하게 한다.', <br/>자퇴 후, 검정고시로 대학도 갔지만 적응하지 못하고 그만둔 희주는 예전 동네 오빠들과 어울려 무기력한 삶을 살아간다.', <br/>한편 연수는 결혼할 남자가 생겼는데, 대학도 나오고 직장도 다니며 재력도 있는 여자인 척 자신의 과거를 숨기기 급급하다.', <br/>그런데 그 남자는 예전에 희주를 가르쳤던 과외 선생님...', <br/>친구로 인해 처참하게 무너진 희주의 인생은 제 자리를 찾아갈 수 있을까?"
472,스와핑 : 두 여자,관람객 평점 없음,한국,84분,2020.03.26,청소년 관람불가,https://movie-phinf.pstatic.net/20200311_285/1583903138138Wyeu0_JPEG/movie_image.jpg?type=m203_290_2,드라마, 멜로/로맨스,,,이수, 안소희, 조완진,"아내 상희의 행동이 이상하다... <br/>툭하면 어디를 가고, 전화를 해도 받지 않고, 물어봐도 대답을 하지 않는다. <br/>그런 아내의 이상한 행동을 의심하던 남편 동석은 아내의 차에서 명함 하나를 발견하고 그곳을 찾아간다. <br/>그 곳에서 영상에서 봤던 하니를 만나고, 그녀의 이야기에 몰입 하다가 이상한 경험을 하게 되는데…"
475,수호지: 용의 부활,관람객 평점 없음,중국,94분,2020.03.26,15세 관람가,https://movie-phinf.pstatic.net/20200316_231/1584346454709Cpcrl_JPEG/movie_image.jpg?type=m203_290_2,액션, 드라마,,,주효휘,,,사가장 소장주 사진은 젊고 혈기가 왕성하며 의협심과 정의에 가득 차 있다. 사진은 젊었을 때부터 7명의 사부를 만나 무공을 배워왔는데 한 명씩 만날 때마다 한 마리의 용 문신을 몸에 새겨왔다. 그러나 여덟 번째 만난 사부는 음험하고 악랄하여 사진은 집과 식솔들을 잃고 위기에 처하는데... 다행히 은사 왕진의 도움으로 살아남은 사진은 직접 원수를 죽이고 아홉 번째 용 문신을 새길 수 있을 것인가!
476,에리카: 푸른 불꽃,관람객 평점 없음,한국,112분,2020.04.02,청소년 관람불가,https://movie-phinf.pstatic.net/20200320_286/1584675806294SLckH_JPEG/movie_image.jpg?type=m203_290_2,멜로/로맨스, 스릴러,,,아마츠카 모에, 송채린, 정승교,"야쿠자의 보스를 살해하고 도주를 선택한 위험한 여인 에리카.', <br/>그녀는 야쿠자의 타깃이 되어 끝없는 죽음의 위기에 내몰리게 되고 소중한 모든 것을 잃게 된다.', <br/>결국 그녀가 살기 위해 찾은 곳은 바로 인적이 끊긴 외딴 섬. 그 곳에서 한국인 신혼부부 준혁과 희선을 만나게 되고 그들의 위험한 동행이 시작되는데..."
477,변태함정에 걸린 슬림핏 청순녀,관람객 평점 없음,일본,60분,2020.03.19,청소년 관람불가,https://movie-phinf.pstatic.net/20200320_182/1584685483309PgIBC_JPEG/movie_image.jpg?type=m203_290_2,드라마, 에로,,,아리사카 미유키, 시모키타 타쿠안, 야부카와 히토시,"‘아리사카 미유키’는 자신을 기분 나쁘게 쳐다보는 한 이웃 남자 때문에 신경이 쓰인다. 하지만 그 사실을 이야기해도 별 반응이 없는 남편. 그러던 어느 날, 미유키에게 말을 걸은 이웃 남자. 그는 미유키가 바람을 피운다는 사실을 알고 있으며, 이를 남편에게 폭로하겠다고 협박하며 잠자리를 강요한다. 미유키는 계속되는 괴롭힘을 견디다 못해 그를 경찰에 신고한다. 그리고 겨우 평온한 나날을 되찾은 그녀. 하지만 늦은 밤 그녀의 집 안에 경찰서에 잡혀있어야 할 그가 모습을 드러내는데…"
479,엑소시즘 : 잠들지 못하는 시간,관람객 평점 없음,오스트레일리아,87분,2020.05.04,청소년 관람불가,https://movie-phinf.pstatic.net/20200326_134/1585186923341fsXCG_JPEG/movie_image.jpg?type=m203_290_2,공포, 스릴러,,,사라 웨스트, 벤슨 잭 안소니, 에릭 톰슨,"의대생 칼라는 희귀 유전병 ‘치명적 가족성 불면증’을 앓고 있는 남동생 블레이크가 걱정이다. 죽을 때까지 잠을 못 자는 무시무시한 병으로, 장기 손상을 거쳐 결국 죽음에 이르기 때문이다. 칼라는 돌아가신 부모님의 친우 로버트 박사의 권유로 블레이크를 데리고 지하의 한 비밀 치료실에 들어간다. 그러던 어느 밤, 칼라는 누군가 숨겨 놓은 일기장과 비디오테이프를 발견하고, 블레이크는 악령에 씐 듯 이상 증세를 보이기 시작하고 결국 각성한 악령과의 처절한 대결이 펼쳐진다."
480,킹덤: 아메리칸 좀비,관람객 평점 없음,미국,81분,2020.04.09,15세 관람가,https://movie-phinf.pstatic.net/20200326_220/1585205877417XVqIC_JPEG/movie_image.jpg?type=m203_290_2,코미디, 드라마,,,랜던 바우저,,,"[""좀비가 창궐한 지 수십 년 째, 좀비 '엉클 존'은 자신만의 독보적인 매력으로 엄청난 인기를 끌고 방송국에서는 서로 그를 취재하려 앞다툰다., <br/>한편, 엉클 존의 인기를 이용해 돈을 벌기 위한 정체불명의 사람들을 그를 납치할 계획을 세우는데..."
482,촉산2 항마전,관람객 평점 없음,중국,71분,2020.04.02,12세 관람가,https://movie-phinf.pstatic.net/20200323_183/1584948017399m32y0_JPEG/movie_image.jpg?type=m203_290_2,액션, 판타지, 무협,,성영호, 조섬섬, 팽옹사,마도에 빠진 마녀는 사대 흉수의 힘이 깃든<br/>네 개의 영주를 모아 삼계를 멸망시키려 한다..<br/>마녀는 촉산의 곤륜파와 아미파를 학살하지만<br/>살아남은 수제자들은 마지막 영주를 찾으러<br/>마룡산으로 떠나고 신들의 전쟁이 시작되는데…<br/><br/>신계와 마계의 마지막 전쟁을 만난다!
483,푸드 몬스터,관람객 평점 없음,중국,77분,2021.05.19,전체 관람가,https://movie-phinf.pstatic.net/20210429_138/1619673133974Lq4z0_JPEG/movie_image.jpg?type=m203_290_2,애니메이션, 드라마, 가족, SF,손선영, 원에스더, 이승행,"뱃속의 동전 때문에 자꾸만 몸이 멈추는 만두 ‘페니’.', <br/>어느 날 ‘콘래드 퓨전’이 나타나', <br/>완벽한 음식으로 만들어준다며 ‘페니’와 친구들을 데려간다.', <br/>', <br/>하지만 그의 진짜 목표는', <br/>음식들을 개조해 ‘푸디버스’를 손에 넣는 것!', <br/>', <br/>이 사실을 알게 된 ‘페니’는 친구들과 함께', <br/>‘푸디버스’를 구하기 위한 위험천만한 모험에 뛰어드는데…', <br/>', <br/>이제껏 본 적 없는 ‘맛있는’ 우주전쟁이 펼쳐진다!"
484,꼴통 2인조,관람객 평점 없음,한국,81분,2020.04.09,15세 관람가,https://movie-phinf.pstatic.net/20200319_31/1584594654372M5vev_JPEG/movie_image.jpg?type=m203_290_2,액션,,,,차지혁, 황윤성,,"“스파링 1분에 만원!”', <br/>매일 같은 일상에 지친 ‘정만’은 돈 벌 궁리를 하던 중', <br/>돈과 맷집을 맞바꾸는 ‘인간 샌드백’ 알바 아이디어를 낸다.', <br/>그날부터 까칠한 놈 ‘휘’, 최강 맷집 ‘민규’는 팀이 되어', <br/>글러브 하나만을 손에 낀 채 길 위로 나선다.', <br/>하지만 일탈도 잠시, 돈도 본능도 쉽게 만족되지 않고', <br/>피 끓는 파이터들의 갈증은 더욱 깊어져만 가는데…', <br/>', <br/>어느 날 이들의 앞에 나타난 미스터리한 동창 '유영'은"", <br/>무려 세 배로 수익을 올려 주겠다는 파격적인 제안을 하고', <br/>이들은 비밀리에 운영중인 도박판에 발을 들이게 된다.', <br/>', <br/>길거리 대신 짜릿한 격투 도박판에 뛰어든 갱생불가 꼴통들,', <br/>배팅이 시작되는 순간, 더 이상 빠꾸는 없다!"
486,보존상: 천년의 유혼,관람객 평점 없음,중국,125분,2020.04.29,15세 관람가,https://movie-phinf.pstatic.net/20200423_193/1587606045368oIYDS_JPEG/movie_image.jpg?type=m203_290_2,무협,,,,이가, 류잔,,"마계의 성군이 육계의 힘을 훔쳐 패자의 지위를 빼앗으려 하자<br/>천계의 천제는 육계의 힘인 '능력석'을 두 여자 아기에게 봉인해, <br/>인간계에 숨겨서 마군의 음모를 막고자 한다.<br/><br/>수년 뒤 마군은 당나라 여인 '당멱멱'을 꾀어 , <br/>천 년을 찾아 헤맨 '보존상'이 인간계에 있다고 알려주며 영혼까지 찾아준다., <br/>하지만 이는 두 공주를 찾고 '능력석'을 손에 넣으려는 마군의 계략으로 , <br/>'보존상'은 그만 위기에 처하고 마는데..., <br/><br/>인간사에 개입한 죄로 기억이 봉인된 채 인간으로 좌천된 '보존상'은 , <br/>과연 신력을 깨워 능력석과 두 공주를 지킬 수 있을까?"
487,더 복서: 격투의 신,관람객 평점 없음,중국,104분,2020.04.16,15세 관람가,https://movie-phinf.pstatic.net/20200416_158/1586998320252Np14P_JPEG/movie_image.jpg?type=m203_290_2,드라마, 액션,,,양곤, 하재동,,"챔피언리그 중 불의의 사고로', <br/>절친했던 후배 선수를 죽음에 이르게 한 프로복서 ‘카이’', <br/>그는 오명을 쓰고 불명예 은퇴를 하게 된다.', <br/>모든 것을 잃고 폐인처럼 살고 있던 어느 날', <br/>‘카이’에게 그간의 잘못을 바로잡을 단 한번의 기회가 찾아오고', <br/>그는 마지막으로 링 위에 오르기로 결심하는데…', <br/>', <br/>모든 것을 잃은 한 남자의 마지막 경기가 시작된다!"
488,데드워터,관람객 평점 없음,미국,89분,2020.05.28,15세 관람가,https://movie-phinf.pstatic.net/20200513_1/15893604728744d2hB_JPEG/movie_image.jpg?type=m203_290_2,스릴러,,,,캐스퍼 반 디엔, 그리프 퍼스트, 브리안느 데이비스,"외상 후 스트레스 장애를 겪고 있는 퇴역 군인 ‘쿠퍼’는', <br/>친구 ‘존’의 초대로 아내 ‘비비안’과 함께 호화 요트 여행을 떠난다.', <br/>바다 한가운데서 여유로운 시간을 보내던 쿠퍼는', <br/>존과 비비안 사이에서 이상 기류를 포착한다.', <br/>의심이 점점 커져가던 중, 요트의 시동이 꺼지고', <br/>쿠퍼는 고립된 망망대해 속에서 아내를 지켜내야만 하는데…!', <br/>', <br/>태평양 한가운데서 멈춰 버린 요트', <br/>아내를 지키기 위해 목숨을 건 대결이 시작된다!"
489,이웃의 아내,관람객 평점 없음,영국,97분,2020.05.26,15세 관람가,https://movie-phinf.pstatic.net/20200512_106/1589261995359EsRRQ_JPEG/movie_image.jpg?type=m203_290_2,멜로/로맨스, 스릴러,,,윌리암 피츠너, 제시카 맥나미,,"결혼생활을 성실하게 지켜 온 중년 남성 ‘마이크’는', <br/>이웃집으로 이사 온 젊은 아내 ‘제나’에게 끌림을 느낀다.', <br/>정원 관리를 도와주며 제나와 가까워지던 중,', <br/>마이크는 제나가 가정폭력을 당하고 있다는 사실을 알게 된다.', <br/>남의 일에 관여하지 말라는 아내의 만류에도 불구하고', <br/>제나를 보호하려던 마이크는 예상치 못한 파국을 맞이하게 되는데...', <br/>', <br/>옆집에 이사 온 매력적인 젊은 아내', <br/>금단의 열매를 향한 위험한 욕망이 시작된다!"
492,벨빌 캅,관람객 평점 없음,프랑스,111분,2020.06.25,15세 관람가,https://movie-phinf.pstatic.net/20200618_80/1592461627412kkfcB_JPEG/movie_image.jpg?type=m203_290_2,범죄, 액션,,,오마 사이,,,"프랑스 벨빌의 평범한 경찰 케이타. 그에게 오랜만에 친구가 찾아오지만, 반가움도 잠시 정체를 알 수 없는 괴한들에게 총을 맞고 그 자리에서 죽고만다. 친구의 죽음이 국제적인 마약 범죄단과 연관이 있음을 알게된 케이타는 놈들을 소탕하기 위해 마이애미로 떠난다. 마이애미의 가르시아 형사의 도움을 받아 추적해가는 케이타. 그러나 너무나도 맞지 않는 둘의 수사는 계속해서 삐그덕거릴 뿐이다.', <br/>', <br/>그래도 포기란 없다.', <br/>일단 직진! 노빠꾸 수사 액션이 펼쳐진다!"
493,슈퍼펫,관람객 평점 없음,영국,88분,2020.08.13,전체 관람가,https://movie-phinf.pstatic.net/20200722_290/1595383570763Reaf8_JPEG/movie_image.jpg?type=m203_290_2,애니메이션,,,,루크 에반스, 닉 프로스트, 젬마 아터튼,"잃어버린 우주 캡슐을 찾으면 주인님을 만날 수 있어!<br/>1969년, 우주 캡슐을 타고 머나먼 우주로 모험을 떠난 용감한 강아지 ‘버디’는<br/>예상치 못한 사고로 50년이 흐른 지구, 글렌필드에 불시착한다.<br/>하지만 예전과 달리 동물과 인간의 사이가 적대적으로 변해버린 그곳에서<br/>‘버디’는 주인을 찾기 위해 고군분투하고, 그러던 중 최첨단 스마트 영웅 터보캣을 만나는데…!<br/>인간들이 동물을 다시 사랑하는 그날까지!<br/>스타독 ‘버디’와 터보캣 ‘펠릭스’는 동물들도 지키고 주인도 찾을 수 있을까?"
494,토네이도: 지구 재앙의 날,관람객 평점 없음,미국,88분,2020.04.24,15세 관람가,https://movie-phinf.pstatic.net/20200420_1/1587365741333AD2G1_JPEG/movie_image.jpg?type=m203_290_2,액션,,,,데이빗 G.B. 브라운,,,인기 소설 작가 잭은 25년 전 사라진 아버지의 진실을 밝히기 위해 숲속 산장으로 향했다가 사상 초유의 토네이도를 만나게 된다. 토네이도에서 살아남기 위한 유일한 단서는 아버지가 남긴 녹음기의 메세지! 이제 잭은 목숨을 위협하는 재난 사태에 맞서 살아남아야만 한다.
495,샬롯: 욕망의 법칙,관람객 평점 없음,미국,74분,2020.05.01,청소년 관람불가,https://movie-phinf.pstatic.net/20200422_82/1587545928299UHLbO_JPEG/movie_image.jpg?type=m203_290_2,멜로/로맨스, 드라마,,,다샤 네크라소바, 모건 크란츠,,시인을 꿈꾸며 베를린까지 날아온 샬롯. 낯선 도시에서 만난 매력적인 남자 프란츠에게 이미 애인이 있다는 것을 알면서도 유혹에 빠지고 만다. 뜨거운 사랑의 날들을 보내던 중 심지어 전 남자친구 올리버까지 샬롯 앞에 나타난다. 이제 더욱 도발적이고 위험한 욕망의 밤이 시작된다.
497,금기를 깨트린 여자들,관람객 평점 없음,스페인,104분,2020.05.20,청소년 관람불가,https://movie-phinf.pstatic.net/20200428_51/1588062167441cWCzr_JPEG/movie_image.jpg?type=m203_290_2,공포,,,,콜린 샤빈, 알지라 고메즈,,심각한 부상을 입고 헤메던 남자는 여자들만 모여 사는 비밀스러운 저택에 머물게 된다. 낯선 남자의 등장에도 당황하기 보다는 호기심을 보이는 그녀들. 각기 다른 매력을 지닌 여자들은 숨겨온 욕망을 차츰 드러낸다. 이제 한 남자를 둘러싼 여자들의 치명적인 매혹의 밤이 시작된다.
498,킬 모드,관람객 평점 없음,네덜란드,97분,2020.06.25,15세 관람가,https://movie-phinf.pstatic.net/20200512_52/1589251300151U04Rq_JPEG/movie_image.jpg?type=m203_290_2,액션,,,,데이브 멘텔, 줄리아 베이틀란, 야스민 블레이크,치명적인 바이러스가 전세계에 퍼지고<br/>컴퍼니는 치료제를 내놓아 모든 것을 통제한다.<br/>저항군은 컴퍼니가 바이러스를 퍼트렸다고 의심하고<br/>컴퍼니는 특수부대를 투입하여 저항군을 몰살하려 한다.<br/>드디어 음모를 밝히려는 저항군과 컴퍼니의<br/>운명을 건 논스톱 전투가 시작되는데…
499,컬트 걸,관람객 평점 없음,오스트레일리아,83분,2020.06.02,청소년 관람불가,https://movie-phinf.pstatic.net/20200601_210/1590997533976V6pOC_JPEG/movie_image.jpg?type=m203_290_2,공포,,,,사라 램버그, 제인 배들러, 앨버트 고익맨,"[""이교도 집단인 '골든패스'에서 자란 달리아와 두 여동생. 경찰의 수사망으로 달리아 혼자 구조되고 동생들과 헤어지게 된다. 몇 년이 지나고, 다시 사이비 종교의 징후가 나타나자 달리아는 두 여동생의 행방을 찾기 위해, 골든패스와 연관이 있는 '머록'을 찾아 비밀의 숲으로 떠나는데...""]"
503,레지스탕스,관람객 평점 없음,프랑스,121분,2021.09.09,15세 관람가,https://movie-phinf.pstatic.net/20210901_206/1630476127597lC9ua_JPEG/movie_image.jpg?type=m203_290_2,드라마,,,,제시 아이젠버그, 클레멘스 포시, 마치아스 슈와바이어퍼,"나치 점령 국가에서 자란 젊은 청년 마르셀은 찰리 채플린과 같이 전설의 마임 배우를 꿈꾸며 연극, 그림 그리기 등 다양한 예술 활동에 매진한다. 그러나 세계 2차 대전이 발발하고 프랑스가 연합국으로 참전하자, 마르셀 역시 프랑스 저항군 “레지스탕스”에 포섭이 된다. 그리고 그곳에서 마르셀은 잠시 꿈을 뒤로하며, 평소 뛰어난 언변과 연기력 등을 이용해 홀로코스트로 고통받는 수 천명의 아이들을 구출해내는 비밀 작전을 수행하게 된다."
507,디지몬 어드벤처 라스트 에볼루션 : 인연,관람객 평점 없음,일본,114분,2021.02.17,12세 관람가,https://movie-phinf.pstatic.net/20200515_88/1589512642615JWBeQ_JPEG/movie_image.jpg?type=m203_290_2,애니메이션, 모험,,,하나에 나츠키, 호소야 요시마사, 사카모토 치카,"컴퓨터 모니터를 통해 세상 밖으로 나온 의문의 알.<br/>타이치와 히카리 남매 앞에 디지몬과의 신비롭고 운명적인 만남이 펼쳐진다.<br/><디지몬 어드벤처 : 운명적 만남><br/><br/>""우리들의 끈끈한 \'인연\'을 보여주자.""<br/>대학생 타이치와 다른 '선택받은 아이들'은 모두 각자의 자리에서 저마다의 삶을 살아가고 있다., <br/>그러던 어느 날, 전 세계의 '선택받은 아이들'에게 의문의 사건이 일어나기 시작한다., <br/>에오스몬이라 불리는 디지몬에 그 원인이 있음을 알게 된 타이치 일동은 에오스몬을 제압하려 하지만 이내 아구몬을 비롯한 디지몬들의 진화에 문제가 발생하는데…<br/>세상의 이변에서 다시 한번 친구들을 구할 수 있을까?<br/><디지몬 어드벤처 : 라스트 에볼루션 인연>"
510,소시오패스,관람객 평점 없음,미국,69분,2020.02.20,15세 관람가,https://movie-phinf.pstatic.net/20200214_212/1581664436226LCfTu_JPEG/movie_image.jpg?type=m203_290_2,스릴러, 범죄,,,에린 맥개리, 마이클 드레이퍼, 데니스 핏츠패트릭,"사람들이 없는 한적한 곳으로 캠핑을 떠난 연인 크리스토퍼와 로리.<br/>깊은 산속에서 둘 만의 오붓한 밤을 즐기던 중 갑자기 총성이 울린다.<br/><br/>다음날 아침 가까스로 정신을 차린 로리. <br/>애인은 감쪽같이 사라졌고, 팔에는 깊은 상처만이 남았다. <br/><br/>이제 지옥으로 변해버린 이 숲에서 필사적으로 탈출해야 한다!"
511,익스트랙션,관람객 평점 없음,미국,116분,2020.04.24,청소년 관람불가,https://movie-phinf.pstatic.net/20200402_260/1585818978643t1zLK_JPEG/movie_image.jpg?type=m203_290_2,액션, 드라마,,,크리스 헴스워스, 루드락 자스왈,,세계에서 가장 위험한 도시로 납치된 의뢰인의 아들을 구하기 위해<br/>전직 특수부대 출신 용병이 거대 범죄 조직에 맞서 벌이는 리얼 액션 구출극
512,도둑냥,관람객 평점 없음,한국,105분,2020.04.15,청소년 관람불가,https://movie-phinf.pstatic.net/20200401_67/1585709407575x0lYM_JPEG/movie_image.jpg?type=m203_290_2,코미디,,,,한지호, 이예지,,"2028년 2월, 사진관을 운영하며 무료한 시간을 보내는 노총각 석구에게 묘령의 여인이 조폭같은 사내에게 쫓기듯 들어와 제발 살려달라고 합니다. 자신은 거대 조폭의 딸이며, 반란을 일으킨 부하들이 아빠를 죽이고선 엄청난 재산을 노리는데 자신을 도와주면 백억을 주겠다고 하면서 석구에게 매일 푼돈을 뜯어갑니다. 아무리 봐도 은숙의 정체가 수상한데, 상상할 수도 없는 일이 석구에게 벌어집니다."
513,레닌그라드 대공습,관람객 평점 없음,러시아 연방,97분,2020.03.17,12세 관람가,https://movie-phinf.pstatic.net/20200221_163/15822481236613tT3i_JPEG/movie_image.jpg?type=m203_290_2,드라마, 액션,,,아르템 비스트로프, 나데즈다 마르키나, 블라디미르 멘쇼프,"제 2차 세계대전이 한창인 1942년 레닌그라드. 지옥 같은 전쟁에서 돌아온 장교 세레차는 우연히 어린 아이들을 만나 도와주게 된다. 하지만 평온한 시간도 잠시, 세레차는 다시 전쟁으로 돌아가게 된다. 곧이어 시작된 대공습. 아이들을 위해서라도 반드시 승리해야만 한다."
514,악몽,관람객 평점 없음,한국,100분,2020.03.12,청소년 관람불가,https://movie-phinf.pstatic.net/20200311_248/15839042685403iV3w_JPEG/movie_image.jpg?type=m203_290_2,미스터리, 스릴러, 공포,,오지호, 차지헌, 지성원,"교통사고로 잃은 딸을 잊지 못하고', <br/>하루하루를 고통으로 보내는 영화 감독 ‘연우’는', <br/>자신의 영화 ‘악몽’을 통해 딸을 살리려 한다.', <br/>', <br/>깊은 슬픔 속에서도 계속 영화를 만들어야만 하는 ‘연우’를', <br/>둘러싸고 미스터리한 사건들이 계속되고,', <br/>꿈과 현실 사이에 혼란스러운 ‘연우’는', <br/>멈출 수 없는 광기 속으로 빠져든다."
