,title,vote,country,time,open_date,grade,poster_path,genre_1,genre_2,genre_3,genre_4,actor_1,actor_2,actor_3,content
155,개그 더 크라운,관람객 평점 없음,미국,90분,2021.07.15,15세 관람가,https://movie-phinf.pstatic.net/20210723_133/1627003929175AbxLs_JPEG/movie_image.jpg?type=m203_290_2,코미디, 공포,,,로렌 애슐리 카터, 트레이시 페레즈,,"그린베이에 신원미상의 누군가가 광대 복장을 한 채 거리를 배회해 주목을 받는다.<br/>어떤 사람들이 악의 없는 장난이라 여기고, 또 어떤 사람들은 섬뜩하고 무서운 행동이라 비난한다.<br/>특종을 찾는 기자와 겁 없는 아이들, 그리고 팟캐스트의 진행자까지 '개그'라고 불리는 광대를 찾아다니고,, <br/>결국 마주한 공간에서 섬뜩한 모습을 보게 되는데..."
156,완벽한 동거,관람객 평점 없음,한국,84분,2021.08,15세 관람가,https://movie-phinf.pstatic.net/20210716_209/1626416566377tBw6J_JPEG/movie_image.jpg?type=m203_290_2,드라마, 멜로/로맨스,,,김혁, 정시아,,순진한 대학생 정현은 자신의 꿈에 섹시한 귀신이 나타나 방황하다 진정한 사랑을 깨닫게 되는데...
158,복호무송,관람객 평점 없음,중국,96분,2021.07.22,12세 관람가,https://movie-phinf.pstatic.net/20210618_173/1623980325134vfae8_JPEG/movie_image.jpg?type=m203_290_2,무협, 액션,,,장아기,,,"송나라 시대, 금나라와 요나라의 치열한 전쟁이 계속되고,<br/>경양강 일대에 식인 호랑이까지 출몰하면서 온 나라가 불안에 휩싸인다.<br/>이에, 난세의 영웅 ‘무송’은 나라의 혼란을 잠재우기 위해<br/>일생일대의 결단을 내리는데…<br/><br/>악인을 처단할 난세의 악신이 온다!"
159,스토커,관람객 평점 없음,한국,73분,2021.1,15세 관람가,https://movie-phinf.pstatic.net/20210727_111/1627351383858MBGJ0_JPEG/movie_image.jpg?type=m203_290_2,미스터리, 스릴러, 공포,,김가빈, 여우린,,"27살의 취업 준비생 하늘은 아르바이트 하는 카페와 가까운 옥탑방으로 첫 독립을 한다. 하늘은 남자친구인 민준과 함께 이사를 하고 입주한 날 2층의 남자를 마주친다.', <br/>', <br/>이후 하늘은 독립의 즐거움을 만끽하며 취업준비에 열중하는데 공용공간인 옥상에서 담배를 태우며 그녀를 주시하는 2층 남자 때문에 불쾌해한다. 심지어 하늘이 일하는 카페에 찾아와 지켜보는 2층 남자에게 하늘이 경고하지만 그는 무시한다. 이에 화가 난 하늘은 집으로 찾아온 친구 미정과 술을 마시는데 기괴한 모습을 한 의문의 남자가 자신에게 다가오는 것을 목격하는데 전혀 눈치채지 못하는 미정.', <br/>', <br/>불안한 하루를 보내던 하늘은 골목에서 또다시 의문의 남자에게 쫓기고 도망쳐온 집에서 아이들이 뛰는 듯한 소리를 반복해서 듣게 된다. 이러한 상황이 거듭되자 점점 신경이 날카로워지는 하늘은 계속 기괴한 모습을 한 의문의 남자에게 쫓기며, 집안에서 흉측한 모습의 아이들이 등장하는 악몽에 시달린다. 악몽과 현실이 분간되지 않는 나날을 보내는 하늘은 꿈속의 장면을 목격한 어릴 적 기억을 떠올리고 의문의 남자는 계속 그녀를 압박하며 기어이 목을 조르고야 마는데…"
160,바디 브로커,관람객 평점 없음,미국,112분,2021.07.22,15세 관람가,https://movie-phinf.pstatic.net/20210715_67/1626324122880NkCq9_JPEG/movie_image.jpg?type=m203_290_2,범죄, 스릴러,,,잭 킬머, 프랭크 그릴로, 마이클 K. 윌리엄즈,"[""마약에 찌들어 범죄를 일삼던 '유타'는 자신의 삶에 지쳐가던 찰나 마약 중독 치료 센터를 알선해 주는 '우드'를 만난다. 자신의 삶을 바꾸기 위해 치료 센터에서 마약을 끊은 '유타'는 '우드'와 함께 일을 하게 되고, 이곳이 마약 중독자를 치료해주는 척하며 정부의 지원금을 받아 뒤로는 마약을 알선해주고 있었다는 사실을 알게 되는데... 이제 마약 중독자로 재테크하라!""]"
161,챔피언,관람객 평점 없음,노르웨이,109분,2021.07.22,15세 관람가,https://movie-phinf.pstatic.net/20210708_133/16257267214929Py5O_JPEG/movie_image.jpg?type=m203_290_2,드라마, 전쟁,,,제이콥 오프테브로,,,"<오베라는 남자><12번째 솔저>제작진의 감동전쟁실화', <br/>', <br/>노르웨이 복싱 챔피언 브라우데.', <br/>유대인이라는 이유로 베르그수용소에 끌려간 그의 앞에 더 큰 위기가 찾아온다.', <br/>48시간 내로 오슬로의 모든 유대인을 아우슈비츠로 강제 이송하라는 명령이 떨어지고', <br/>브라우데의 가족 모두가 위험에 처하게 되는데…', <br/>전 세계를 놀라게 한 챔피언의 감동 생존기가 펼쳐진다!"
163,드래곤 솔져,관람객 평점 없음,미국,90분,2021.08,15세 관람가,https://movie-phinf.pstatic.net/20210723_71/1627016564272370dI_JPEG/movie_image.jpg?type=m203_290_2,액션, 판타지,,,안투온 토버트, 루벤 플라,,마을 사람들이 정체불명의 괴수에게 습격당한다.<br/>특수부대 용병들이 투입되고 산을 수색하는데<br/>그들이 마주한 것은 전설의 거대한 드래곤이다.<br/>영리한 드래곤에게 용병조차 하나 둘씩 당하고<br/>드래곤과의 정면 대결을 위해 최후의 작전에 돌입하는데…<br/><br/>상상초월의 대결이 시작된다!
167,대테러부대: 팀 울프,관람객 평점 없음,터키,88분,2021.08.25,15세 관람가,https://movie-phinf.pstatic.net/20210812_289/1628750126881Kk3wg_JPEG/movie_image.jpg?type=m203_290_2,전쟁, 액션,,,베디 아킨,,,"2014년, 비극적인 테러 사건으로 동생을 잃은 ‘카야’는 복수를 결심하며<br/>테러 대응팀 일명 ‘울프’에 들어간다.<br/>수많은 테러의 위협 속에서 ‘카야’는 동료들과 함께 임무를 완수해 나간다.<br/>그러다, 우연히 국제 테러조직 IS의 테러를 목격하게 되고,<br/>‘카야’는 목숨을 걸고 테러와의 전면전을 펼치기 시작하는데…<br/><br/>작전은 아직 끝나지 않았다!"
170,리벤지 오브 인사이트,관람객 평점 없음,미국,80분,2021.08.12,15세 관람가,https://movie-phinf.pstatic.net/20210810_91/1628559335998eDSn7_JPEG/movie_image.jpg?type=m203_290_2,액션,,,,켄 쳉, 마델린 지마, 토니 토드,"예지력, 투시력, 사이코메트리와 같은 초능력과 함께<br/>뛰어난 무술 실력을 겸비해 인정받는 대테러 요원 ‘지안’.<br/>갑작스런 형의 사망 소식을 듣고 LA로 떠난다.<br/>초능력을 발휘해 형사 ‘애비’와 함께 형의 죽음에 대한 비밀을 파헤치려 한다.<br/>하지만 진실에 점점 가까워질수록 거대한 음모가 드러나는데…"
172,묵향,관람객 평점 없음,한국,59분,2021.09.02,전체 관람가,https://movie-phinf.pstatic.net/20210901_201/16304591397421jp2b_JPEG/movie_image.jpg?type=m203_290_2,공연실황,,,,김원경, 박재순, 김은영,"서무와 종무 그리고 매·난·국·죽을 총 6장으로 구성, 사군자가 상징하는 봄·여름·가을·겨울을 통해 세상을 보는 군자의 시선을 담고 있다."
173,마를린,관람객 평점 없음,오스트리아,95분,2021.10.07,청소년 관람불가,https://movie-phinf.pstatic.net/20210812_295/1628752987080qnYUa_JPEG/movie_image.jpg?type=m203_290_2,액션,,,,어거스트 슈몰저,,,킬러인 프랑크는 마를린을 인질로 데려오라는 아버지의 명령을 받는다.<br/>하지만 임무 수행 중 그녀를 지켜보다 함께하고 싶은 마음이 든 프랑크는<br/>아버지의 명령을 거스르게 된다. 결국 그녀는 다른 부하인 아론과 롤라에 의해 납치된다.<br/>프랑크는 마를린을 아버지에게서 구하기 위해 그의 성으로 찾아가는데…
174,더 드라이버,관람객 평점 없음,미국,97분,2021.08.20,15세 관람가,https://movie-phinf.pstatic.net/20210806_63/1628239336462SikDj_JPEG/movie_image.jpg?type=m203_290_2,공포, 액션,,,마크 다카스코스,,,"지구에 퍼진 끔찍한 좀비바이러스 때문에 이 세상은 좀비로 뒤덮이게 된다.', <br/>전직 암살범 ‘더 드라이버’는 약탈자와 좀비를 피해 가족과 함께 생존자 무리에서 조용히 살아가고 있다.', <br/>그러던 어느 날 그들의 주거지는 약탈자들에게 공격당하게 되면서 큰 폭발이 일어나게 되고,', <br/>그 소리를 들은 좀비떼가 몰려와 생존자 무리를 덮친다.', <br/>격렬한 전투 중에 아내를 잃은 더 드라이버는 몰려오는 좀비떼를 피해 딸 브리와 함께', <br/>안전한 피난처라고 소문난 헤이븐을 찾아 북쪽으로 가게 되는데..."
175,남의 나라,관람객 평점 없음,한국,80분,2021.10.21,15세 관람가,https://movie-phinf.pstatic.net/20211019_32/1634611407910SKDPJ_JPEG/movie_image.jpg?type=m203_290_2,코미디, 드라마,,,장지훈,,,조선족 여인 안용선은 밀항을 통해 한국으로 들어온다. 불법 장기매매를 당한 동생 안용식의 왼쪽 다리를 되찾으러 온 것이다. 그러나 예상과 달리 동생의 다리는 어딘가 모자란 고등학생에게 달려 있다. 고등학생은 그 다리가 동생의 것인 줄 몰랐다고 한다.
176,숏버스 기묘행,관람객 평점 없음,한국,66분,2021.09.30,15세 관람가,https://movie-phinf.pstatic.net/20210916_273/163177575163745hcR_PNG/movie_image.jpg?type=m203_290_2,미스터리, 드라마,,,이정현, 안태주, 주인영,"곱씹을수록 맛나는 세상의 아이러니.<br/><br/>자꾸만 쫓아오는 누군가의 시선 [에케호모, 이 사람을 보라],<br/>나의 모든 것을 알고 있는 존재 [조안],<br/>하나를 넣으면 둘이 되는 자판기 [포 세일],<br/>알 수 없는 존재들의 외침 [세이브 미],<br/>사라진 딸을 찾기 위한 사투 [분실물]<br/><br/>신비롭고도 기묘한 다섯 가지의 이야기, 지금 출발합니다."
177,창극 패왕별희,관람객 평점 없음,한국,135분,2021.09.23,전체 관람가,https://movie-phinf.pstatic.net/20210915_42/1631681851949ai8uO_JPEG/movie_image.jpg?type=m203_290_2,공연실황,,,,김준수, 정보권,,"이천 년 전, 중국의 춘추전국시대. 회왕은 진의 수도 함양에 먼저 입성한 자를 왕으로 삼을 것을 제후들에게 약속하였다. 전쟁의 신 항우가 이끄는 초나라는 북에서, 사람 좋은 유방이 이끄는 한나라는 남에서 함양으로 진군하였다. 유방이 함양에 먼저 도착하였으나, 항우는 단숨에 함곡관을 돌파하고 유방의 목숨이 풍전등화에 놓인다. 항우는 유방이 찾아와 목숨을 구걸하자 연회를 연다. 항우의 책사 범증이 홍문연에 함정을 만들어 유방을 죽이려 하지만, 항우는 정면승부가 아니라며 충언을 물리친다. 그 사이에 유방은 삼십육계 줄행랑 달아난다. 초한전쟁의 막이 오른다. 유방은 책사 장량 등의 조언을 듣고 점진타파, 십면매복, 사면초가 등 다양한 병법으로 전투에서 점점 승기를 잡아간다. 항우의 부인 우희는 패전의 기색이 짙어진 남편을 도와 줄 방법이 없을지 고민하는데…"
178,용루각2: 신들의 밤,관람객 평점 없음,한국,91분,2021.02.10,15세 관람가,https://movie-phinf.pstatic.net/20210128_206/1611825286502CtYO6_JPEG/movie_image.jpg?type=m203_290_2,미스터리,,,,지일주, 정화, 장의수,"과거 용루각 멤버였던 영찬(서지후)은 기자가 되어 현직 의원의 비리를 파헤치고 있다. 어느 날 영찬은 용루각의 브레인 승진(장의수)에게 사건과 연계된 메모리카드를 찾아와 달라고 부탁하고, 용루각에는 갑작스럽게 사라진 여고생 영은을 찾아 달라는 의뢰가 들어온다. 여고생의 실종사건을 조사하던 철민(지일주)과 지혜(박정화)는 영찬이 파헤치던 사건과 함께 신흥종교 ‘일월교’가 얽혀있음을 알게 되는데…!', <br/>', <br/>사라진 6명의 소녀들.. 실체가 드러날 위기에 처한 용루각! 정의를 위한 한방이 또 다시 시작된다!"
179,디 아더 사이드,관람객 평점 없음,스웨덴,88분,2021.03.25,12세 관람가,https://movie-phinf.pstatic.net/20210318_250/1616032561538No4MS_JPEG/movie_image.jpg?type=m203_290_2,공포,,,,딜란 그윈, 라이너스 발그렌, 에디 에릭손 도밍구에스,"남자친구 프레데리크, 그의 아들 루카스와 함께 시린은 새로운 집에 이사를 가게 된다.<br/>그러나 밤 마다 벽 너머로 기이한 소음이 들려오고,<br/>집 안을 배회하는 낯선 존재의 기척을 느낀다.<br/>결국 프레데리크가 자리를 비운 사이 검은 그림자가 두 사람을 위협하기 시작하고,<br/>시린은 정체불명의 존재로부터 루카스를 지켜야만 한다."
181,핑크 클라우드,관람객 평점 없음,브라질,104분,2021.10.06,청소년 관람불가,https://movie-phinf.pstatic.net/20210923_113/1632376577388rSamA_PNG/movie_image.jpg?type=m203_290_2,SF, 드라마,,,르나타 렐리스, 에두아르도 멘돈카,,"원나잇을 즐기고 있던 지오바나와 야구는', <br/>정부의 즉각적인 계엄령 선포로 그대로 동거를 시작하게 된다.', <br/>', <br/>하루, 이틀로 끝날 줄만 알았던 격리는 1년이 지나 2년이 넘어가고', <br/>한 집에 갇힌 지오바나와 야구는 커플이 되고 아이가 생기고 부모가 된다.', <br/>', <br/>숨막히는 격리 상황 속에서 지오바나는 점점 지쳐 가고', <br/>야구는 철저히 분리된 일상 속에서 자신만의 유토피아를 꿈꾸게 되는데…"
182,풍마노지심,관람객 평점 없음,중국,86분,2020.12.31,15세 관람가,https://movie-phinf.pstatic.net/20201222_100/1608622234508FzbiI_JPEG/movie_image.jpg?type=m203_290_2,액션,,,,송 진, 장항아,,"북송시대 말, 관리와 도적이 결탁하여 온갖 악행을 저질러<br/>백성들의 고통이 하늘을 찌르고<br/>죄 없는 아이들 마저 휘말려 죽음을 당하자<br/>‘노지심’은 그들을 향한 피의 복수를 시작하게 된다.<br/><br/>난세를 평정할 영웅의 탄생!"
183,고스트 킬러 vs 블러디 메리,관람객 평점 없음,브라질,108분,2021.01.14,청소년 관람불가,https://movie-phinf.pstatic.net/20201223_152/1608708396997D7s4F_JPEG/movie_image.jpg?type=m203_290_2,공포, 액션,,,다닐로 젠틸리, 삐에르따 퀸텔라,,"초자연적 현상에 일가견이 있는 유튜버 네 사람은 ‘고스트 킬러’라는 명칭으로 SNS에 유령 퇴치 영상을 올리며 활동 중이다. 그러던 어느 날, 학교 화장실에서 유령의 공격을 받은 학생이 혼수상태에 빠졌다며 악령을 퇴치해 달라는 의뢰를 받고, 영상 조회 수를 올려 TV 방영권을 따내기 위해 고군분투하던 네 사람은 흔쾌히 학교로 향한다. 화장실에서 출몰한다는 금발 머리 소녀 귀신을 잡기 위해 학교에서 밤을 새우던 네 사람은 생각보다 더욱 강력한 악령의 힘에 속수무책으로 당한다. 학교는 서서히 피로 물들고, 그 안에 감춰진 어두운 비밀이 하나씩 모습을 드러내기 시작하는데…"
184,미스캡틴 : 섹시 히어로즈,관람객 평점 없음,미국,64분,2021.01.14,청소년 관람불가,https://movie-phinf.pstatic.net/20210108_268/1610067621014xc1kQ_JPEG/movie_image.jpg?type=m203_290_2,액션, SF,,,애나 폭스,,,꿈에서 반복되는 환영을 접하는 캡틴 마블<br/>그 환영이 자기가 기억하지 못하는 과거임을 확신하고<br/>미션을 수행 하던 중 우연히 그 과거와 마주하게 되는데..<br/>데드풀과 캡틴 마블이 악을 위해 싸우는 것이 아니라 그녀를 차지하기 위해 싸운다!?<br/>황당 섹시 마블 패러디의 완결 집합체!
185,피쉬 스쿨: 인투 더 딥,관람객 평점 없음,미국,60분,2021.01,전체 관람가,https://movie-phinf.pstatic.net/20201228_135/1609142708129rXBqD_JPEG/movie_image.jpg?type=m203_290_2,애니메이션,,,,최한, 한수림, 강은애,"수업 시간이 기다려진다고?!<br/>척척박사 상어 선생님이 들려주는 다양한 동식물들의 재밌고 놀라운 이야기<br/>릴리, 피피, 핀, 키키, 탱과 함께 머나먼 바다탐험을 떠나요!"
188,마크맨,관람객 평점 없음,미국,108분,2021.04.28,15세 관람가,https://movie-phinf.pstatic.net/20210406_200/16176888687481ScOw_JPEG/movie_image.jpg?type=m203_290_2,액션,,,,리암 니슨,,,"최고의 사격수였다가 은퇴한 군인 ‘짐’(리암 니슨)은<br/>애리조나 국경 지역을 지키며 조용한 말년을 보내고 있다.<br/>어느 날, 우연히 멕시코 마약 카르텔에 쫓기는 모자를 구해주지만<br/>무자비한 놈들의 공격에 소년의 어머니가 숨을 거둔다.<br/>소년을 시카고에 있는 친척에게 데려가 달라는<br/>그녀의 마지막 부탁을 외면할 수 없었던 ‘짐’은 길을 나서고<br/>마약 카르텔의 표적이 되어 숨막히는 추격전을 벌이는데…"
189,배틀 크랙,관람객 평점 없음,미국,92분,2021.07.29,15세 관람가,https://movie-phinf.pstatic.net/20210707_60/1625623447943ni2zw_JPEG/movie_image.jpg?type=m203_290_2,SF, 액션,,,브루스 윌리스, 토마스 제인,,"2242년, 기하급수적으로 늘어난 인구로 인해<br/>더 이상 지구에서의 생존이 불가능하다 판단한 인류는<br/>제2의 지구로 이주를 진행한다.<br/><br/>마지막 선별 인원들을 태운 헤라클레스 호가 출발하고<br/>우주 항해 도중 선원들이 하나둘씩 사라지면서, 모두가 혼란에 빠진다.<br/><br/>이에 사건을 조사하던 ‘클레이’(브루스 윌리스)와 동료들은<br/>우주선에 ‘다른 존재’가 있다는 사실과 함께,<br/>인류의 멸망을 불러올 충격적인 비밀을 알게 되는데..."
190,개세영웅,관람객 평점 없음,중국,83분,2020.12.17,15세 관람가,https://movie-phinf.pstatic.net/20201207_253/1607325563947xtbFc_JPEG/movie_image.jpg?type=m203_290_2,액션,,,,선준, 하람두,,바야흐로 무림 전성시대.<br/>빛을 가르는 천하제일의 검 ‘분광검’을 지닌 검성 ‘공손순’은<br/>과거의 기억을 지우기 위해 모든 것을 다 잊을 수 있다는 술 ‘취생몽사’를 찾아 떠난다.<br/>여정을 달래며 길에 오른 ‘공손순’은<br/>우연히 싸움에 휘말린 도화곡의 고수 ‘진월아’와 만나게 되고<br/>그녀와 함께 여행을 가던 도중 충격적인 비밀과 마주하게 되는데…
191,프리즌 브레이커스,관람객 평점 없음,칠레,137분,2020.12.18,15세 관람가,https://movie-phinf.pstatic.net/20201207_214/1607327593847qHxts_JPEG/movie_image.jpg?type=m203_290_2,모험, 스릴러,,,벤자민 비쿠나, 로베르토 파리아스, 유세비오 아레나스,"칠레의 독재자 ‘피노체트’ 집권 시기,', <br/>독재자 암살에 실패한 ‘마누엘 로드리게스 애국전선’ 소속의 혁명가들이', <br/>악명 높은 산티아고 교도소에 수감된다.', <br/>', <br/>독재자 암살의 목표를 굽히지 않은 24명의 혁명가들은', <br/>공학 박사인 ‘레온’의 치밀한 계산 아래', <br/>지하통로를 통한 탈옥 작전을 세운다.', <br/>', <br/>아무런 탈출 장비도, 방법도 없는 상황에서', <br/>그들은 오직 독재 타도와 자유를 위해', <br/>하루에 몇cm씩, 끝없는 전진을 이어간다."
192,몬스터 아카데미,관람객 평점 없음,미국,52분,2020.12,전체 관람가,https://movie-phinf.pstatic.net/20201207_19/16073291550734lT7M_JPEG/movie_image.jpg?type=m203_290_2,애니메이션,,,,우정신, 고성일, 이민하,핼러윈을 앞두고 잔뜩 신난 꼬마 몬스터 아카데미 친구들!<br/>팽의 제안으로 친구들은 마을의 가장 큰 축제인 댄스 경연 대회에 나가기로 하는데...
194,로즈 아일랜드 공화국,관람객 평점 없음,이탈리아,117분,2020.12.09,15세 관람가,https://movie-phinf.pstatic.net/20201216_297/16080824323907h8pD_JPEG/movie_image.jpg?type=m203_290_2,드라마,,,,엘리오 게르마노, 마틸다 데 안젤리스, 톰 우라쉬하,"한 남자가 이탈리아 영해 인근에 인공섬을 만들고 독립국으로 선포한다. 고유한 국명을 부여하고 국기와 화폐까지 만드니, 세간의 관심은 쏠리고 관광객까지 몰리는데. 과연 이탈리아 정부가 가만히 두고 볼까. 실화를 바탕으로 한 영화."
195,백문오갑,관람객 평점 없음,중국,70분,2020.12.24,15세 관람가,https://movie-phinf.pstatic.net/20201218_178/1608269445874yjOrv_JPEG/movie_image.jpg?type=m203_290_2,액션, 판타지,,,원둥쥔,,,"[""십이지신 '12암군'이 다스리는 대국 '차지국'., <br/>어느 날, 마귀의 힘이라고 일컫는 보석 '신보'가 나타나고, <br/>의문의 대량 학살 사건을 시작으로 나라는 전란의 기운에 휩싸이게 된다.<br/>'차지국'의 관리 '갈진'은 '12암군'의 수장 '미양 대인'과 함께, <br/>사건의 전모를 파헤치기 시작하는데..."
196,스마일 페이스 킬러,관람객 평점 없음,미국,96분,2021.01,청소년 관람불가,https://movie-phinf.pstatic.net/20210106_93/1609897488484u7as9_JPEG/movie_image.jpg?type=m203_290_2,공포, 스릴러,,,로넨 루빈스타인, 미아 세라피노,,"1990년대 후반 미국 중서부 지역에서 젊고 잘생긴 남자 대학생만을 살해하는 연쇄살인범이 나타난다.<br/>연쇄살인범은 살해 현장에 웃는 얼굴을 묘사한 독특한 '스마일' 시그니처를 남겨 자신을 쫓는 경찰을 비웃는다., <br/>연쇄살인범을 향한 공포와 호기심으로 도시가 어둡에 휩싸일 무렵,<br/>평범한 대학생 제이크는 발신자 제한 번호로 소름 끼치는 사진과 함께 의문의 문자를 받는데..."
198,범죄도시: 나쁜놈들 전성시대,관람객 평점 없음,미국,100분,2021.01,청소년 관람불가,https://movie-phinf.pstatic.net/20210108_8/1610081326870zdiRx_JPEG/movie_image.jpg?type=m203_290_2,액션,,,,베리 코빈, 클린트 제임스,,"황량한 애리조나 황무지 중심에 어느 날, 최고의 실력을 지닌 총잡이들이 모여든다.<br/>형제의 복수를 위해 냉혹한 살인마가 된 로이스.<br/>살인마에게 걸린 현상금을 노리는 연방 보안관 퀸시.<br/>운명은 두 사람을 외부에 알려지지 않은 미지의 마을로 인도하고, 그곳에서 최후의 결전이 벌어지는데...."
199,"이별유예, 일주일",관람객 평점 없음,한국,147분,2020.12.09,15세 관람가,https://movie-phinf.pstatic.net/20201204_40/1607073099301P733x_JPEG/movie_image.jpg?type=m203_290_2,드라마, 멜로/로맨스,,,유리, 현우, 윤지온,"결혼을앞두고 있던 가람(권유리)과 선재(현우)에게 갑작스레 찾아온 교통사고. ', <br/>그사고로 선재는 혼수상태에 빠지고, 가람은 목숨을잃고 만다. ', <br/>이승을떠난 가람은 알 수 없는 공간에 가게 되고, 그곳에서 정체를 알 수 없는 남자 엑스(윤지온)에게 이해하기 힘든 제안을 받게 된다. ', <br/>', <br/>일주일전으로 시간을 돌려줄 테니, ', <br/>선재를살리고 싶다면 일주일 안에 그와 완전히 헤어지라는 것. ', <br/>', <br/>그렇게일주일 전으로 돌아가게 되는 가람. ', <br/>가람은평생을 함께 하기로 약속했던 선재에게 이별을 말해야만 한다. ', <br/>그러나그제서야 무신경한 행동과 말투 속에 숨어 있던 선재의 진심과 배려들이 가람의 눈에 들어오기 시작한다. ', <br/>선재가사랑을 지키기 위해 홀로 싸워 왔던 애틋한 흔적들을 너무 늦게 마주하고 만다. ', <br/>이별의핑계를 찾아내야만 하는데, 시간이 갈수록 차마 이별할 수 없는 이유들만 가득해진다. ', <br/>', <br/>가람은선재와의 이별에 성공하고 그를 살려낼 수 있을까?"
204,탈혼이진도: 자객의 기억,관람객 평점 없음,중국,88분,2020.11.26,15세 관람가,https://movie-phinf.pstatic.net/20201120_62/1605860480395M5vMY_JPEG/movie_image.jpg?type=m203_290_2,액션,,,,진건봉, 쉬둥둥, 양준우,"5대10국시기. 민국의 민왕이 살아있는 소녀들을 제물로 바치며 하늘에 제를 올리던 밤. 민왕의 조카인 과화와 남당 왕자 이명십, 향룡담 자객 청작은 민국의 보물인 ‘지옥의 불’ 위치가 그려진 지도를 빼앗기 위해 내통하여 민왕을 살해하고 백성들을 모조리 죽인다. 하룻밤 사이에 민국은 멸망하고 민왕의 심복이었던 방존의는 그 전쟁에서 기억을 잃어버린다. 민왕의 심복인 방존의가 지도에 대해 알고 있다고 생각한 이들은 그의 기억을 되살리기 위해 각자의 신분을 속이고 방존의에게 접근한다. 방존의의 기억이 조금씩 돌아오던 어느 날, 그를 보살펴주던 차 점포 행수 전말계가 납치되는 사건이 발생하고, 방존의는 그것이 그를 유인하기 위한 함정이라는 생각은 꿈에도 하지 못한 채 그녀를 찾기 위해 유명곡으로 향하는데……."
205,솔리타리,관람객 평점 없음,영국,89분,2020.12,15세 관람가,https://movie-phinf.pstatic.net/20201127_134/1606465684011lc9G2_JPEG/movie_image.jpg?type=m203_290_2,SF, 액션,,,조니 색혼, 롯티 톨허스트,,"우주의 캡슐에서 깨어난 아이작과 알라나<br/>범죄인 우주 식민지 이주 프로젝트에 의해<br/>개척지로 이동 중에 모선의 폭발로 난파되었다.<br/>줄어드는 산소, 탈출구도 구조대도 없다.<br/>반드시 생존하고 귀환하라!"
207,미트 페어런츠-비기닝,관람객 평점 없음,미국,91분,2021.10.21,15세 관람가,https://movie-phinf.pstatic.net/20211012_191/163402371322338H76_JPEG/movie_image.jpg?type=m203_290_2,코미디, 드라마,,,파시투아 아모사, 에밀리 바클레이, 레이첼 하우스,"[""수목 관리 전문가인 조이는 산부인과에서 임신이라는 진단을 받자 조충 때문에 임신 양성 반응이 나오기도 한다며 의사에게 엉뚱한 소리를 늘어놓는다. 나무 타기 대회 예선에 통과한 조이가 임신한 몸으로 캐나다에서 열리는 본선에 참여하겠다고 주장하자 남자친구 팀은 말도 안 되는 소리라며 일축한다. 하지만 조이는 엄마가 되기 싫다며 나무 타기 대회 챔피언 되기, 대마초 피기 등 '아기 낳기 전에 꼭 해야 할 일'이라는 목록을 만들어 팀에게 동참하기를 강요한다., <br/>팀은 태교 교실에 참여해 조이가 오기를 기다리지만 조이는 전혀 참여할 마음이 없고 오직 캐나다에 갈 생각으로 들떠 있다. 아빠로서 만반의 준비를 갖추고 싶은 팀과 엄마가 될 생각이 없는 조이 사이에 갈등이 커 가던 끝에 둘은 결국 헤어지게 되는데..."
211,대니 트레조의 마가리타 맨,관람객 평점 없음,미국,95분,2020.12,전체 관람가,https://movie-phinf.pstatic.net/20201109_162/16049093079850JVv6_JPEG/movie_image.jpg?type=m203_290_2,코미디,,,,안소니 구아자도, 레네사 샌더스, 대니 트레조,"[""파티에 인생을 건 대학생 '미겔'은 아버지의 학비 지원이 끊기자 퇴학당할 위기에 처한다., <br/>학비를 마련할 방법을 궁리하던 중 미겔이 연 파티 영상이 인터넷에 퍼지고,<br/>'마가리타 맨'이라는 별명을 얻으며 일약 캠퍼스 스타로 떠오른다., <br/>한편, 여학생 클럽 파티를 위해 마가리타 맨 섭외에 나선 티파니는 미겔의 진짜 모습을 보며 서서히 호감을 느끼게 되는데..."
212,징글 쟁글: 저니의 크리스마스,관람객 평점 없음,미국,122분,2020.11.13,전체 관람가,https://movie-phinf.pstatic.net/20201118_252/1605690649904XmXAn_JPEG/movie_image.jpg?type=m203_290_2,가족, 뮤지컬,,,포레스트 휘태커, 키건 마이클 키, 휴 보네빌,믿었던 제자의 배신. 그 후 마법이 떠나버렸다. 한때는 빛났으나 지금은 빛을 잃은 장난감 제작자. 그에게 착하고 호기심 많은 손녀가 찾아온다. 새로운 희망이 다가온다.
214,스토커,관람객 평점 없음,미국,86분,2021.08.12,15세 관람가,https://movie-phinf.pstatic.net/20210723_105/1627005076306IFagO_JPEG/movie_image.jpg?type=m203_290_2,스릴러,,,,크리스틴 고,,,오랜 연인과 엉망진창인 이별을 겪은 앤디 에스코베도는 새롭게 시작하기로 마음먹고 텍사스주 오스틴에서 LA로 이사한다.<br/>앤디는 낯선 도시에서 새로운 인맥을 얻으려고 다소 특이한 구석이 있는 승차 공유 기사 로저와 친구가 된다.<br/>하지만 앤디가 새로 만난 여자 친구 샘과의 연애에 푹 빠져 로저와 거리를 두기 시작하자<br/>로저는 갑자기 이상한 행동을 보이며 앤디의 목을 죄어 오는데...
