0,0,13
1,1,14
2,1,11
3,2,2
4,3,2
5,3,14
6,4,15
7,4,5
8,5,12
9,6,5
10,7,8
11,7,1
12,8,2
13,8,10
14,9,2
15,10,2
16,11,2
17,11,6
18,12,5
19,12,2
20,12,3
21,13,2
22,14,2
23,14,16
24,15,15
25,15,5
26,16,2
27,17,2
28,18,12
29,18,5
30,18,4
31,19,12
32,20,2
33,20,10
34,21,16
35,22,2
36,23,16
37,23,8
38,23,6
39,24,2
40,25,13
41,26,5
42,26,4
43,27,16
44,27,6
45,28,13
46,29,3
47,30,4
48,30,2
49,30,1
50,31,5
51,31,6
52,32,13
53,33,2
54,33,14
55,34,13
56,35,2
57,36,2
58,37,5
59,37,1
60,37,6
61,38,2
62,38,3
63,39,5
64,40,12
65,41,6
66,42,16
67,43,2
68,43,15
69,43,6
70,44,2
71,45,12
72,45,4
73,45,2
74,46,6
75,47,11
76,47,2
77,47,16
78,47,1
79,47,6
80,48,13
81,49,2
82,50,13
83,50,10
84,51,14
85,51,11
86,52,8
87,52,16
88,53,11
89,53,14
90,53,1
91,54,14
92,54,11
93,55,2
94,56,2
95,57,6
96,57,8
97,58,12
98,59,12
99,59,4
100,60,12
101,60,4
102,61,2
103,62,15
104,62,5
105,63,5
106,63,4
107,63,3
108,64,11
109,64,16
110,65,2
111,66,6
112,67,9
113,67,8
114,68,12
115,68,14
116,69,12
117,69,2
118,70,12
119,71,12
120,71,4
121,71,11
122,72,5
123,73,12
124,73,3
125,74,2
126,75,11
127,75,2
128,76,2
129,77,5
130,77,4
131,77,3
132,78,2
133,78,14
134,78,1
135,79,2
136,80,16
137,80,6
138,81,12
139,81,5
140,81,3
141,82,14
142,82,11
143,83,8
144,83,6
145,83,16
146,84,2
147,84,0
148,85,11
149,85,16
150,86,1
151,86,8
152,86,14
153,87,2
154,88,11
155,88,14
156,88,3
157,89,13
158,90,12
159,91,6
160,91,16
161,92,5
162,92,6
163,93,2
164,94,12
165,95,5
166,95,4
167,96,2
168,97,16
169,97,6
170,98,4
171,98,2
172,98,3
173,99,12
174,99,4
175,100,5
176,100,6
177,101,7
178,102,8
179,102,6
180,103,2
181,104,5
182,104,2
183,105,2
184,105,14
185,106,11
186,106,14
187,107,12
188,108,5
189,108,11
190,108,15
191,109,6
192,110,16
193,110,11
194,111,5
195,111,11
196,112,16
197,113,2
198,114,12
199,114,11
200,114,4
201,115,2
202,115,11
203,115,14
204,116,12
205,116,4
206,116,11
207,117,2
208,118,16
209,118,6
210,118,2
211,119,6
212,119,16
213,120,5
214,120,16
215,120,6
216,121,11
217,122,11
218,122,2
219,123,16
220,124,5
221,124,4
222,124,1
223,125,5
224,125,6
225,126,16
226,127,5
227,127,6
228,128,2
229,129,3
230,129,11
231,130,16
232,130,8
233,131,11
234,131,5
235,132,16
236,133,2
237,134,2
238,134,3
239,135,10
240,136,6
241,137,13
242,138,11
243,138,5
244,139,2
245,140,2
246,141,5
247,141,11
248,141,15
249,142,11
250,142,2
251,142,14
252,143,2
253,143,14
254,143,11
255,144,2
256,144,6
257,145,12
258,145,4
259,145,11
260,146,13
261,147,2
262,148,2
263,148,15
264,149,8
265,149,16
266,150,12
267,151,2
268,151,14
269,152,6
270,153,2
271,154,6
272,154,2
273,155,5
274,156,15
275,156,2
276,156,6
277,157,11
278,157,6
279,157,8
280,157,16
281,158,2
282,159,16
283,159,8
284,159,6
285,160,5
286,161,2
287,162,1
288,162,4
289,162,6
290,163,12
291,163,3
292,164,2
293,165,15
294,166,2
295,166,15
296,166,11
297,167,5
298,167,15
